Hedging error
0.449431
0.334455
0.341358
-0.0148914
-0.0544638
0.819753
-0.00111715
-0.700665
-0.431314
0.16094
-0.048318
0.8533
0.349767
-0.744313
-0.441444
-0.325021
-0.861847
-0.445575
0.481987
0.718986
0.217036
-0.253505
0.300267
-0.328673
1.03949
-0.18279
0.633423
1.25384
-0.962536
-0.393355
0.0634024
-0.0166334
-0.363468
0.620021
-0.23926
0.0186056
0.182425
0.468057
-0.164023
0.655561
-0.57455
0.203943
-0.168739
-0.157192
0.53022
0.154476
-0.277192
-0.224238
0.149174
0.859117
0.327711
0.997786
0.329854
0.93285
-0.527213
-0.443798
-0.00656191
0.192656
-0.27145
0.584763
-0.0301932
0.318813
0.0586766
-0.193067
-0.117203
0.0956755
-0.730226
-1.24554
-0.126038
0.513473
0.66678
-0.389084
-0.0845397
0.235445
-0.884589
0.543028
0.192727
-0.6118
-0.590431
0.300104
0.418058
-1.05566
-1.08183
0.316554
-0.454866
0.0758521
0.36189
0.0144039
1.30409
-1.10193
-0.338454
0.745646
-0.391081
0.273096
-0.48616
-0.116238
0.197078
-0.0282911
0.283367
0.130384
0.276663
-0.282464
-0.712018
0.0972612
0.0462313
0.730211
-0.702406
-0.444102
0.341896
-0.320469
0.232992
-0.21182
-0.417184
-0.177348
-0.443725
0.138546
0.123748
0.23004
0.359716
0.647536
-0.913819
-1.54891
0.203898
0.148737
0.106085
0.596901
-0.357097
-0.376888
-0.0145108
-0.315195
0.316688
0.191037
-0.741029
0.571276
0.154424
-0.21806
0.664605
0.947303
0.447487
0.995492
0.437192
-0.0114865
0.91277
-0.0322571
-0.314401
-1.8369
-0.576
0.214745
0.222449
-0.262885
0.093109
0.211687
0.439243
-0.073958
0.420292
-0.251931
0.353777
0.185075
0.0270397
-0.0329563
-0.304144
1.79181
0.0167149
-0.315281
-0.120512
0.550885
-0.0339685
0.729769
-0.432407
0.460635
-0.270845
0.171595
0.0741921
-0.162039
-0.541229
0.210497
0.193139
-0.596703
-0.48316
0.473515
-1.76165
0.667899
0.0522838
1.4846
0.310107
0.233796
-0.854341
0.738728
-0.643401
-0.191974
0.521927
0.910761
-0.0270169
0.217355
0.48895
-0.29299
-0.44874
0.374226
-0.295855
-0.322529
0.0580896
0.0122267
1.27083
-0.920608
0.781001
0.0181897
0.646093
0.272961
0.713373
0.297764
0.261061
0.00227263
0.274307
0.292345
-0.117404
-0.582181
0.299997
0.660573
0.165169
0.459744
0.588075
0.700493
0.00456585
-1.00041
