Hedging error
-0.0689355
0.829091
-0.140813
0.129238
-0.548446
0.126767
-0.139473
-0.156461
-0.991064
0.20023
-0.578316
0.346991
0.286729
-0.419547
0.443962
0.435233
-0.456286
-0.224671
-0.0953973
-1.13979
0.255812
-0.34922
0.144697
0.30866
-0.279023
0.0191161
0.279081
-0.429852
-0.711667
-0.113275
0.824702
0.086892
-0.193962
-0.306728
0.122045
-0.00123363
0.522461
0.078359
-0.0917815
0.394315
0.327725
0.235128
-0.335473
-0.470578
-0.543137
1.99238
0.322771
-0.126163
0.0730925
0.0562635
0.597675
-0.154226
0.309834
-0.35396
-0.432066
-0.0804192
-1.49003
0.665531
-0.538343
-0.124464
-0.0036937
0.33875
-0.0208743
0.0775401
-0.162713
-0.213849
0.2416
0.0703489
0.128675
0.100559
-0.342648
0.273065
-0.206245
-0.416453
-0.0718227
-0.251015
0.430432
1.23245
-0.192109
0.271064
0.273332
0.192186
-0.127462
-0.285615
0.178823
-0.467823
0.564571
0.0880372
-1.0962
-0.117771
0.418014
-0.0250601
-0.15247
0.786319
-0.169555
0.109331
0.284428
-0.10902
0.0865005
0.294936
0.154208
0.100445
0.107131
0.781442
-0.493211
-0.147531
0.30793
0.244985
0.00792228
0.357215
0.691298
-1.22387
-0.129943
0.197931
-0.417599
-1.27693
-0.265721
0.0940948
0.131049
0.247918
-0.16904
-0.127546
-0.0395309
-0.984667
1.03911
0.482783
-0.106818
0.490725
0.0370752
-0.26769
-0.312424
0.208906
-0.404926
-0.0870757
0.0656768
-0.645327
0.428166
-0.16845
0.616237
-0.104954
-0.355057
-0.895175
0.29441
1.09791
0.514102
-0.151841
-0.360208
-0.031318
0.258221
0.310357
-0.0274875
0.267712
-0.569702
0.071347
-0.304875
-0.249499
0.114171
0.631326
-0.100036
-0.0374695
0.0713145
-1.47713
-0.768317
0.158457
0.89894
-1.1434
-0.219779
0.017413
0.816056
0.899865
-0.0992007
-0.329608
0.0558163
-1.77525
-0.427734
0.779779
0.127193
0.355664
0.469949
-0.905714
0.388739
-0.2287
-0.246082
-0.379973
-0.0333893
-0.35377
-0.480678
-0.0996046
0.260404
-0.55875
-0.190319
0.462644
0.933088
0.609978
0.719099
0.251218
-1.40793
-1.41625
-0.172593
-0.741059
-0.228372
-0.132133
0.715425
0.120645
0.533958
-1.64572
-0.701114
0.971806
0.434801
0.557159
-0.806112
0.0520006
0.173581
0.12323
-0.206717
0.107032
-0.0100687
0.455641
-0.428367
0.777406
-0.785054
-0.0478993
0.657429
-0.261203
0.781244
-0.725529
-0.190754
0.371097
0.111116
0.183349
0.785798
0.189262
0.756144
-1.24645
-0.849535
0.406806
0.602815
-0.165068
-0.163017
0.110148
0.940474
-0.0433261
-0.205857
0.0178717
0.44029
-0.499667
1.00046
-0.00224396
0.303057
0.399714
0.720109
0.565399
-0.0531203
0.694879
0.290638
-0.158662
1.59715
0.396351
-0.821581
0.745871
0.151009
0.236651
-0.00125224
-0.0364211
0.171599
0.324456
0.0317405
-0.0807332
-0.051319
-0.435641
0.464502
-0.621571
0.507805
-0.210194
-0.45948
0.134444
0.536812
0.145208
0.0947755
-0.352527
0.660938
-0.641314
-0.15209
0.698752
0.00111657
-0.628311
-0.0232783
0.356729
-0.0680328
-0.887362
-0.319216
1.20326
0.169349
0.537568
-0.238184
0.00713776
1.64356
-1.15589
-0.354464
0.348577
0.388253
0.6119
-0.252124
-0.747048
0.168341
0.198781
0.301665
-0.453146
0.212912
0.140938
-0.938139
0.221862
-0.0354375
-0.316649
-0.661149
-0.094024
-0.00236496
1.49454
-0.320656
0.299076
1.28529
-0.0520392
0.999586
0.111955
0.0876798
-0.4981
0.0940979
0.120893
-0.431775
1.00007
0.547464
0.178287
-0.0302387
0.341697
0.119891
0.978348
0.356464
0.486199
-0.0126489
0.57203
-0.582831
-0.484683
0.224614
-0.0850136
0.352932
1.2826
0.551659
1.39039
0.0131773
-0.0297563
-0.933525
-0.714943
0.19611
0.114908
-0.540893
-0.140922
-0.215581
-0.0747284
0.156646
-0.23879
-0.284059
-0.0968342
-0.735362
-0.912985
-0.400462
0.389557
0.93021
0.630138
0.4036
-0.281417
-0.382171
0.493319
0.281269
0.336372
-0.371289
-0.0703958
-0.101997
0.248583
-0.0564817
0.0199083
0.228623
-0.02519
0.668284
-0.0578963
-0.0155093
0.274803
0.0166922
-0.351686
0.517865
0.839
0.449543
0.37991
0.243006
-0.252245
-0.214937
0.562263
0.447948
-0.086876
0.0195488
0.765589
-0.328672
0.107776
-0.663953
-0.128978
0.165692
-0.157316
0.00550845
-0.0660605
0.510359
0.157627
-0.931358
-0.664688
-0.0717174
0.181976
-0.607803
0.770815
-0.460167
0.303515
-0.0680128
-0.987659
-0.0304167
0.050521
-1.2992
1.17789
-0.163046
-0.862375
0.26086
-0.0242586
0.448917
-0.0145142
0.205706
0.402201
-0.503705
-0.298253
0.0932727
0.476835
-0.77426
0.478758
0.529577
-0.471905
0.461701
-0.623136
-0.173057
0.379001
-0.0839015
-0.0533675
0.679993
-0.559427
-1.69132
0.0418918
-0.613756
-0.298166
0.0963416
0.187296
0.431047
0.425046
1.05905
0.603065
-0.260231
0.279569
0.562538
-0.417969
0.0239338
1.0992
0.728722
-0.0546921
0.0445719
-0.358323
-0.0695891
0.852214
-0.0628701
-0.836732
0.804378
0.406829
0.296637
0.332762
0.136498
-0.549268
0.109048
0.595432
0.342512
0.0754608
-0.341294
0.212284
0.570625
1.21141
0.14123
0.458176
0.159257
-0.0804279
-0.609851
-0.0690967
-0.232879
-0.40426
-0.473416
-0.570939
0.25124
-0.203005
-0.307545
-0.0338628
-0.251927
0.768515
-0.0646527
-0.578492
-0.29431
-0.330139
-0.284082
-0.536563
0.252387
-0.0285772
0.169936
0.321634
-0.101057
-0.565233
0.197088
0.204715
-0.189415
0.100673
-0.0186755
0.518052
0.595803
0.0949327
0.226867
-0.195298
-0.0829805
0.588549
-0.396475
-0.462542
-0.0198394
0.180723
0.0614769
-0.4746
-0.15779
-0.440714
0.360483
0.931472
-0.383141
0.638939
0.788132
-0.846984
0.513613
-0.0862418
-0.125801
-0.635042
0.103989
-0.601051
0.318142
0.229823
0.159179
-0.625601
0.370601
0.159582
0.600733
-0.608578
-0.233935
-0.766344
-0.833606
0.0874835
0.00597923
-0.312183
0.135489
0.502294
-0.464232
-0.0284585
0.790062
-0.000902123
-1.53666
0.0976543
0.988626
0.325715
-0.101458
-0.709336
0.710716
0.440052
-0.239304
0.359291
-0.758461
0.0348495
-0.0992063
-0.0231267
-0.574343
0.842303
0.269414
0.166105
0.0147345
1.18901
0.244184
0.543944
0.152351
0.33451
-0.593914
-0.0786293
-0.309911
-0.419398
-0.975861
-0.704618
-0.115279
-0.0317724
-0.0590701
0.590195
-0.0648282
-0.336558
-1.1097
-0.075427
0.308798
-0.150297
0.145999
0.463282
-0.0296511
0.186151
-0.559866
0.47757
0.0886701
0.911465
-0.637754
0.384528
0.695956
0.357182
-0.00895626
-0.156915
-0.202089
0.236156
-0.360688
0.486675
0.414054
0.0681003
0.413531
0.658364
0.964046
-0.806051
-0.140809
0.964255
-0.107552
-0.185866
-0.275694
-0.232315
-0.180607
1.3584
-0.298333
0.0872534
-0.00262489
0.0934051
0.463013
-0.0730728
1.49536
-0.94927
0.0131818
-0.360898
0.291677
-0.577869
-0.443584
0.0149334
-0.0248602
-0.0786155
-0.286621
0.0755976
0.161759
-0.473331
-1.05514
0.502057
0.173341
0.45782
-0.582605
-0.181968
-0.173417
-0.3348
0.041887
0.196034
-0.353508
0.387884
0.280957
-0.43152
-0.667712
-0.651538
-0.830764
-0.2493
-0.140146
-1.80563
-0.0502533
0.720287
-0.138005
0.0356125
0.279718
0.261718
0.521009
0.348487
-0.740794
0.209059
0.746179
-0.630635
0.224881
0.287689
-0.476514
-0.225203
-0.136126
-0.631606
-0.388185
-0.147901
0.404805
-0.528574
0.530748
1.2965
0.836033
-0.754227
0.050722
-0.677748
0.0825464
-0.34729
-0.699416
0.566731
-1.10114
-0.355771
-0.213692
0.155671
0.276381
-0.00413703
0.122078
-0.508105
0.328312
-0.426405
0.276236
0.569625
0.4164
-0.458742
-0.363288
-0.382799
0.137472
-0.0627694
1.25517
1.06693
0.142638
-0.744218
0.163855
0.65977
-0.126027
-0.609047
0.0345201
0.123764
0.271879
-0.0530515
0.814831
0.209367
0.224614
-1.35709
0.0819835
-0.067488
-0.355777
0.341026
0.252894
-0.263595
-0.0217242
-0.427577
0.718592
-0.39832
0.460365
-0.379759
-0.25715
0.295088
0.0206136
-0.744256
0.0157912
-0.307017
-0.277007
-0.345897
0.442876
-0.52875
0.136929
0.726453
-0.859448
0.263282
-0.462931
0.469367
0.20473
-1.12028
-0.40424
0.0831708
