call option price0,stockprice0
0.277971,94.684
0.136006,92.9112
0.131538,93.1467
0.183791,94.3749
0.167859,94.4571
0.280043,96.192
0.256082,96.2623
0.274736,96.7856
0.353403,97.8116
0.326631,97.9287
0.111448,95.7206
0.112998,96.1824
0.239007,98.2582
0.222267,98.5081
0.249396,99.191
0.0486024,96.6762
0.00639666,94.5731
0.00029068,92.3348
1.84775e-06,89.8761
1.59712e-07,90.1109
5.61699e-10,89.7059
1.62192e-12,90.6658
1.14694e-19,91.8015
0,90.8791
call option price15,stockprice15
4.39168,100
4.56745,100.483
5.42669,102.407
6.27994,104.146
8.0241,107.257
7.82623,106.994
8.5806,108.273
7.54565,106.655
6.46615,104.839
6.41877,104.822
6.48397,105.011
7.43528,106.73
7.08194,106.199
5.59479,103.564
5.95124,104.319
5.64918,103.82
6.17979,104.887
7.59929,107.395
6.44232,105.504
5.10922,103.069
4.85298,102.627
6.47552,105.778
6.67972,106.204
8.58305,109.316
9.1036,110.147
10.2762,111.863
9.18657,110.387
9.61528,111.057
8.91898,110.121
9.16203,110.532
9.0927,110.493
7.99975,108.947
9.32506,110.942
9.67304,111.485
8.00598,109.154
9.91593,111.932
10.4841,112.747
10.7434,113.141
13.0116,116.027
11.681,114.44
10.7708,113.336
14.4018,117.796
12.8097,115.964
9.85188,112.304
7.65001,109.302
7.19715,108.696
6.62012,107.88
5.76919,106.577
5.53755,106.268
5.82965,106.845
5.50068,106.377
5.51059,106.481
4.1725,104.141
4.12606,104.151
3.9264,103.856
3.39498,102.848
2.80349,101.594
2.411,100.711
2.46445,100.984
2.31638,100.719
2.17857,100.473
2.44509,101.33
1.15767,97.2731
1.3007,98.0333
1.22369,97.8929
1.44589,98.9126
1.29129,98.5061
1.125,98.012
1.13351,98.2304
1.44171,99.5758
2.37378,102.412
1.84613,101.181
1.93894,101.603
1.76044,101.27
2.2752,102.781
2.09571,102.502
1.42443,100.793
1.18932,100.195
1.23302,100.555
2.171,103.351
3.14061,105.476
2.27706,103.929
1.30588,101.644
0.679588,99.504
0.696627,99.8607
0.250608,97.2339
0.406762,98.8633
0.470384,99.5982
0.418457,99.6317
0.178162,98.0294
0.0307127,95.35
0.0134779,94.7868
0.00933462,95.0352
0.0617839,98.3036
0.100725,99.6898
0.133414,100.778
0.300773,102.633
0.0117166,100.174
0.00157416,100.727
0,100.644
call option price16,stockprice16
4.39168,100
5.2994,102.071
4.58331,100.598
4.33933,100.117
4.7227,101.066
5.26091,102.291
4.38318,100.461
4.01729,99.6813
4.25383,100.325
5.63354,103.34
6.03108,104.176
5.45052,103.129
6.46994,105.126
6.41463,105.097
4.99353,102.434
4.41551,101.274
6.31769,105.137
5.58598,103.85
6.68435,105.928
4.98385,102.814
5.13554,103.202
5.68207,104.34
4.95104,102.992
5.05472,103.282
5.55584,104.335
5.00412,103.345
4.10704,101.536
3.33384,99.7856
3.27949,99.7442
3.57615,100.579
5.61667,104.923
5.09236,104.017
7.0162,107.477
6.97922,107.489
6.46373,106.716
6.99016,107.651
7.0478,107.814
8.98623,110.768
8.97969,110.82
7.09738,108.108
5.84409,106.13
5.59517,105.778
5.06774,104.912
4.90253,104.692
5.37033,105.634
3.26643,101.455
2.23511,98.8144
2.0659,98.4126
1.40805,96.1665
1.95621,98.316
2.37897,99.7323
2.08479,98.9868
2.16865,99.3723
2.15941,99.4751
1.58821,97.7306
1.19915,96.3119
2.05133,99.5513
2.64885,101.333
2.16938,100.172
1.92356,99.579
1.34953,97.7358
2.15816,100.555
2.50889,101.627
2.80104,102.468
2.29725,101.355
1.46977,98.998
0.833214,96.4438
1.07379,97.7918
1.69076,100.226
1.12285,98.3712
1.03229,98.1761
0.913161,97.8336
0.565872,96.1124
0.527691,96.0832
0.289117,94.2584
0.159293,92.731
0.207248,93.7941
0.459947,96.5906
0.488926,97.06
0.2165,94.832
0.333257,96.3968
0.353643,96.8743
0.394808,97.5057
0.346662,97.435
0.115571,94.9832
0.114925,95.3719
0.0872008,95.1992
0.140341,96.6468
0.0926924,96.2338
0.0869094,96.594
0.0206126,94.7376
0.0131896,94.7573
0.00919852,95.0169
0.00601574,95.3274
0.000309298,93.4995
3.18475e-07,90.4687
2.11941e-07,92.1702
3.91362e-10,92.2844
1.83079e-24,90.2024
0,91.0446
call option price17,stockprice17
4.39168,100
2.85407,96.0047
2.80704,95.9507
3.43475,97.8525
3.26363,97.4704
2.83195,96.3029
2.54054,95.4761
2.52383,95.5171
2.63897,95.9841
2.34332,95.1068
2.06845,94.2255
1.72163,92.9554
1.27637,90.9793
1.69792,93.0709
1.19863,90.7959
1.088,90.2909
0.954616,89.5971
1.47067,92.5092
1.66064,93.4646
1.86834,94.4177
1.9894,94.9858
1.74121,94.1358
2.50781,96.9593
3.06191,98.6784
2.29882,96.4977
2.27197,96.5163
1.96246,95.5506
1.41958,93.456
0.77514,89.9473
0.742653,89.8498
0.89925,91.0599
0.897826,91.1879
0.648301,89.5501
0.754032,90.5007
0.409266,87.5664
0.504689,88.7324
0.34417,87.0914
0.516492,89.1591
0.35198,87.5263
0.508769,89.4045
0.493509,89.4205
0.192078,85.5036
0.148127,84.6895
0.140461,84.6852
0.0971599,83.5595
0.0770131,82.9743
0.108341,84.3534
0.0659851,82.8972
0.0652582,83.0825
0.076446,83.8171
0.0792685,84.1582
0.0715691,84.0542
0.0470291,82.9902
0.0145881,80.0001
0.00808679,78.8091
0.00414541,77.5557
0.00568267,78.5556
0.00323408,77.612
0.00254608,77.4176
0.00186235,77.0988
0.000787786,75.7797
0.000733799,75.9934
0.000157648,73.7309
0.00010437,73.4615
7.1815e-05,73.2852
4.50603e-05,73.0065
1.84196e-05,72.1826
3.58621e-05,73.5252
0.000102176,75.4539
0.000110557,75.9997
0.000143287,76.8187
0.000129797,77.1184
6.9188e-05,76.6883
7.40886e-05,77.259
9.46823e-05,78.0813
4.53909e-05,77.6034
6.69712e-05,78.6285
1.03923e-05,76.8869
9.86913e-06,77.4073
2.54766e-05,79.0924
2.14593e-05,79.4935
1.67231e-05,79.8369
1.58048e-06,78.0719
4.56375e-07,77.6544
8.72567e-08,77.036
8.91294e-08,77.8931
4.99257e-09,76.6531
6.14119e-10,76.2584
6.38159e-11,75.984
4.60232e-12,75.7501
7.83183e-13,76.189
3.35539e-14,76.2278
1.57508e-14,77.5405
7.12041e-18,76.6013
5.2067e-25,74.2524
2.44649e-35,72.2806
2.52439e-48,71.6858
6.07936e-75,70.9585
1.67858e-166,69.1577
0,67.3708
call option price18,stockprice18
4.39168,100
4.73441,100.858
5.7292,103.016
5.22779,102.072
5.35384,102.407
6.19332,104.124
6.32573,104.441
7.22108,106.104
6.60835,105.096
6.17895,104.381
6.99087,105.907
7.37536,106.63
7.39522,106.729
6.95267,106.045
7.67986,107.33
8.45626,108.627
8.20863,108.304
8.24192,108.419
9.33829,110.135
9.19392,109.982
9.67608,110.74
10.8998,112.498
11.8251,113.78
13.8874,116.431
12.8956,115.246
13.2904,115.784
13.8145,116.472
14.0873,116.845
14.1664,116.983
11.8982,114.22
11.2296,113.407
14.4358,117.43
14.5821,117.644
12.7049,115.424
12.8731,115.677
14.6804,117.88
13.5842,116.626
12.4825,115.337
11.9013,114.666
12.7756,115.787
13.4132,116.596
16.6181,120.307
19.8172,123.814
23.0086,127.193
24.7656,129.027
24.1307,128.393
23.7468,128.018
24.0464,128.345
21.5352,125.77
20.3151,124.518
19.2655,123.439
22.6787,127.017
23.5808,127.962
22.9201,127.304
26.585,131.052
26.5797,131.062
30.0266,134.549
26.8412,131.355
25.4359,129.95
22.3054,126.787
24.0263,128.554
23.0878,127.618
22.3816,126.918
22.3561,126.909
25.1204,129.72
24.8271,129.438
23.1968,127.808
20.9398,125.538
19.2447,123.83
20.0704,124.69
19.5866,124.216
19.2478,123.889
19.5033,124.166
20.1474,124.835
17.3326,121.995
16.7565,121.426
18.2707,122.986
18.7418,123.479
17.9695,122.714
15.5508,120.277
15.4535,120.199
15.428,120.192
14.61,119.38
11.3788,116.077
11.7162,116.459
12.9252,117.727
10.8832,115.655
9.29449,114.028
9.83714,114.632
9.42658,114.239
8.1497,112.942
8.13357,112.966
8.20627,113.077
8.81146,113.725
8.93637,113.873
8.73123,113.684
9.0184,113.986
7.17183,112.15
4.99387,109.983
6.72022,111.72
call option price19,stockprice19
4.39168,100
4.40678,100.115
4.1788,99.6576
5.16616,101.943
4.39023,100.316
4.02345,99.5293
4.07575,99.7388
3.77716,99.0892
4.46994,100.821
3.9622,99.7164
3.14602,97.6812
2.85331,96.9281
2.22594,94.9995
2.63997,96.4695
2.79858,97.0511
2.75468,97.0161
2.72692,97.03
3.09437,98.1896
2.83534,97.5484
2.96986,98.0328
2.99622,98.2041
2.89588,98.0181
3.21645,98.9978
2.43669,96.8387
2.71785,97.8027
3.07937,98.9224
3.57966,100.303
4.09416,101.597
3.80367,101.025
3.9556,101.467
3.4715,100.421
2.82272,98.8265
2.72892,98.6674
3.35505,100.429
3.75053,101.47
3.35623,100.632
3.62269,101.369
3.36072,100.846
3.40348,101.051
2.95899,100.043
3.32008,101.056
2.30012,98.41
2.03074,97.6726
2.50454,99.2495
2.55359,99.505
2.41937,99.24
2.2848,98.9643
2.60771,100.006
2.50328,99.8378
2.42398,99.7367
2.57036,100.263
1.92731,98.486
1.78175,98.1345
1.35606,96.6795
1.47303,97.2964
0.832513,94.4467
1.00942,95.5745
0.897421,95.1558
0.701673,94.1664
0.595559,93.6175
0.259266,90.4875
0.300088,91.2501
0.250362,90.8083
0.559491,94.134
0.612706,94.7171
0.407625,93.2881
0.429103,93.7053
0.366145,93.3347
0.17238,91.0102
0.0680084,88.5616
0.0558825,88.3408
0.047048,88.2129
0.0400214,88.1369
0.0549079,89.2491
0.0347942,88.4834
0.0164969,87.1957
0.0258146,88.5345
0.027045,89.0154
0.0140281,88.0598
0.00761549,87.3352
0.00412933,86.7295
0.00295365,86.6733
0.00729725,88.6657
0.00203886,87.1604
0.00173744,87.4937
0.00129749,87.6824
0.00159331,88.5822
0.00490571,90.7699
0.00160427,89.9112
0.0027624,91.2987
0.00038039,89.7754
0.000158799,89.7915
0.000195184,90.9495
3.20868e-05,90.5279
8.62373e-07,89.4123
5.17756e-07,90.7265
5.96747e-10,89.7288
4.94624e-09,93.1165
3.9601e-12,94.9042
0,95.1673
call option price20,stockprice20
4.39168,100
4.8543,101.123
4.82064,101.126
4.38976,100.235
5.29883,102.294
5.44604,102.669
7.06038,105.76
8.61927,108.394
7.65503,106.902
8.75345,108.723
10.1237,110.822
10.5626,111.501
9.37439,109.84
10.3853,111.359
10.9731,112.231
9.13783,109.663
8.85879,109.304
7.88594,107.857
9.92231,110.978
8.09282,108.312
9.3035,110.202
10.416,111.836
9.67371,110.851
8.50825,109.204
9.68991,110.989
10.2577,111.838
11.1389,113.08
10.8401,112.735
10.2528,111.997
9.4615,110.957
11.5484,113.821
11.9307,114.36
12.4484,115.059
11.7848,114.273
12.9636,115.788
11.1653,113.582
10.3474,112.566
10.1689,112.385
8.44613,110.062
8.80535,110.637
8.71071,110.567
8.9265,110.931
8.15023,109.896
8.27298,110.139
7.72934,109.419
6.20292,107.133
6.84027,108.223
6.44946,107.688
6.32312,107.565
5.73491,106.687
7.17637,109.029
7.147,109.059
7.54778,109.715
7.21334,109.304
5.27898,106.353
5.2969,106.473
4.63709,105.415
5.93818,107.693
6.32933,108.379
5.86655,107.751
7.36403,110.032
8.83288,112.055
7.60123,110.502
6.766,109.419
5.89485,108.227
3.90775,105.012
3.17289,103.674
3.57347,104.606
3.04204,103.652
1.80259,100.729
1.25233,99.069
1.94181,101.449
2.43415,102.853
2.02261,101.989
2.20204,102.604
2.689,103.866
3.75193,106.026
2.49637,103.754
3.35985,105.595
3.54174,106.047
2.90157,105.033
2.67114,104.741
3.3526,106.13
3.56787,106.622
4.52183,108.176
6.36052,110.64
6.56161,110.954
6.76455,111.26
5.33722,109.655
4.89403,109.205
7.64469,112.407
10.1174,115.004
12.2829,117.205
10.9123,115.844
11.089,116.034
14.3757,119.333
13.721,118.689
11.5891,116.568
11.0707,116.06
9.22866,114.229
call option price21,stockprice21
4.39168,100
4.35904,100.003
4.05956,99.3696
3.97137,99.236
4.33338,100.184
4.19414,99.9387
3.76106,98.9632
3.18721,97.5243
3.24983,97.7886
3.05017,97.3175
3.10386,97.5625
4.13109,100.288
5.28598,102.876
5.31949,103.02
5.79768,104.029
5.29608,103.128
4.83391,102.261
4.13287,100.804
5.2858,103.342
4.32834,101.418
4.15131,101.106
3.93299,100.69
4.20064,101.392
3.76982,100.484
3.80913,100.669
3.55727,100.154
3.53835,100.202
2.69535,98.0453
2.49385,97.5462
3.25846,99.7887
2.87093,98.8567
2.89375,99.0233
3.06679,99.592
2.5508,98.2578
1.82678,95.9821
1.95766,96.5751
1.99316,96.8181
2.09008,97.2662
2.28138,98.0007
2.38187,98.4252
2.01521,97.3755
2.86167,100.005
2.24469,98.3582
2.07535,97.9424
1.80578,97.1518
2.04056,98.0782
1.27984,95.3262
0.881492,93.43
1.37838,96.0421
1.96733,98.3523
1.37524,96.317
1.99316,98.6987
2.0169,98.9065
2.98549,101.679
2.28066,99.9594
2.6069,100.974
2.12579,99.774
2.33345,100.5
2.29575,100.528
2.89398,102.181
2.22115,100.592
3.48622,103.727
2.88884,102.544
3.47248,103.931
3.36358,103.826
4.23554,105.612
6.0993,108.703
5.41059,107.758
7.58488,110.908
7.78397,111.236
8.52591,112.234
6.03166,109.036
7.50342,111.088
7.0471,110.573
7.01215,110.604
8.6255,112.662
6.08441,109.542
7.1302,110.978
7.19605,111.133
5.3081,108.753
4.91125,108.295
3.12256,105.587
3.84146,106.927
3.81969,107.02
2.04604,103.962
2.55423,105.171
2.40675,105.067
1.1171,102.248
0.729562,101.172
0.537586,100.643
0.233945,99.0531
0.402487,100.682
1.22858,103.926
2.50948,106.545
3.41788,107.949
2.82326,107.347
3.23974,108.007
3.88825,108.821
2.59553,107.545
0.166186,105.166
call option price22,stockprice22
4.39168,100
5.62022,102.726
5.98362,103.513
4.72485,100.993
4.50447,100.577
4.30244,100.193
3.90836,99.3312
4.86307,101.607
4.61698,101.149
5.32107,102.717
3.96337,99.8042
4.08368,100.177
4.87417,102.025
4.48068,101.253
3.40425,98.7474
2.701,96.8533
2.3685,95.8939
3.58046,99.4735
4.0823,100.774
3.68234,99.9084
3.99854,100.754
4.13978,101.167
4.11474,101.198
3.8262,100.618
4.30975,101.809
3.71347,100.533
3.84422,100.935
4.89133,103.285
4.32881,102.202
4.13536,101.87
4.4778,102.695
5.21671,104.256
4.57661,103.076
4.39407,102.787
4.64577,103.393
5.12465,104.416
5.35876,104.937
4.59582,103.559
3.7258,101.803
3.5699,101.545
4.50312,103.646
5.46864,105.554
5.86628,106.33
5.49403,105.768
4.84783,104.679
3.70752,102.464
3.40282,101.882
4.41358,104.124
3.5743,102.481
3.42805,102.261
4.29051,104.174
5.07292,105.724
4.39729,104.577
3.35973,102.546
3.63041,103.245
5.65469,107.067
6.51547,108.499
7.44248,109.924
8.47109,111.393
7.9339,110.742
7.09748,109.658
9.07932,112.368
8.92347,112.232
8.72273,112.04
8.3992,111.69
9.5007,113.127
8.77056,112.287
8.31225,111.775
7.34811,110.596
9.91894,113.848
9.56617,113.487
11.4802,115.725
10.7571,114.961
9.95624,114.1
9.48459,113.61
11.3252,115.722
11.0218,115.432
8.14179,112.211
7.85732,111.936
8.93268,113.248
8.47039,112.776
9.59291,114.087
8.67427,113.119
9.56318,114.146
10.0627,114.724
10.0775,114.778
13.6812,118.516
11.711,116.534
10.3913,115.206
9.01847,113.814
10.1524,115.015
12.1776,117.084
14.8049,119.73
13.1504,118.086
11.5497,116.496
12.9428,117.9
14.887,119.855
18.2861,123.265
14.5092,119.499
13.3024,118.302
call option price23,stockprice23
4.39168,100
5.10317,101.659
3.69107,98.4447
3.75025,98.6813
4.37875,100.289
4.822,101.362
5.69135,103.232
5.99422,103.89
6.1169,104.194
6.31679,104.636
7.18697,106.245
6.34646,104.832
5.6611,103.617
7.12285,106.337
7.01795,106.225
6.92557,106.135
7.85727,107.747
8.44492,108.734
10.5447,111.852
9.59517,110.566
8.08023,108.357
10.0522,111.33
10.3548,111.807
11.5543,113.475
11.1017,112.927
14.0086,116.665
16.5861,119.745
18.68,122.141
16.0449,119.195
19.0533,122.615
21.4814,125.276
19.8017,123.492
20.6528,124.44
15.4404,118.685
13.0321,115.871
13.4357,116.405
12.1232,114.845
13.9456,117.098
13.3152,116.391
13.3959,116.531
13.1981,116.339
14.4121,117.808
14.9161,118.426
12.8278,116.031
14.671,118.223
15.7709,119.502
17.6335,121.582
18.3658,122.4
16.6923,120.62
19.2705,123.418
19.337,123.514
20.1764,124.421
20.5201,124.803
20.6196,124.929
19.2047,123.476
19.0107,123.297
19.5358,123.871
19.3284,123.678
20.5722,124.989
23.8495,128.358
23.148,127.663
24.8258,129.379
25.4003,129.973
25.5836,130.172
27.4609,132.074
26.9902,131.614
25.9921,130.624
24.0679,128.701
26.6352,131.295
27.8944,132.57
27.2671,131.953
27.0146,131.712
24.9105,129.615
25.5265,130.244
27.0013,131.733
27.7081,132.452
24.1343,128.885
23.9683,128.73
23.8819,128.656
20.4402,125.217
20.9371,125.729
23.8289,128.637
29.7653,134.585
23.9071,128.737
22.5108,127.351
23.6947,128.546
23.8571,128.719
23.456,128.329
20.5404,125.423
16.9795,121.872
18.9922,123.897
18.7942,123.709
21.4691,126.395
21.9521,126.888
23.0126,127.96
24.0093,128.967
22.5109,127.479
23.8653,128.844
23.2234,128.213
24.5334,129.533
call option price24,stockprice24
4.39168,100
4.09128,99.3651
3.85287,98.8577
3.72,98.6038
3.00254,96.7228
2.70816,95.9194
3.21074,97.5005
3.47848,98.3184
4.14087,100.06
4.51746,101.008
4.74635,101.592
5.03462,102.283
4.88273,102.043
4.51883,101.338
4.54106,101.469
4.62115,101.726
5.22609,103.066
4.77809,102.225
4.0212,100.632
3.73199,100.03
2.62337,97.1129
2.76243,97.631
2.42418,96.6943
2.24495,96.2112
2.86843,98.2384
2.91359,98.4662
2.83564,98.3473
1.96941,95.6888
1.44616,93.6993
1.16126,92.4395
0.896019,91.0393
0.889903,91.1375
0.949517,91.6452
1.23273,93.3251
1.25918,93.5861
1.33323,94.0684
1.60805,95.3826
1.34588,94.3894
1.19776,93.8208
1.17178,93.829
1.4622,95.297
1.40309,95.1774
1.70691,96.5321
2.10793,98.0478
2.66512,99.8139
2.59873,99.7473
3.64308,102.424
4.36108,104.021
3.92438,103.234
4.67588,104.816
3.8012,103.181
3.6374,102.937
3.14864,101.951
3.08095,101.906
2.78969,101.317
2.28697,100.108
2.31246,100.31
2.06169,99.7194
1.69365,98.6877
2.1167,100.157
1.82617,99.4181
1.59747,98.809
1.43876,98.3976
1.95006,100.24
1.09722,97.3546
0.710616,95.5501
0.562883,94.7766
0.866667,96.8125
0.795997,96.6372
0.567237,95.4502
0.469675,94.9497
0.659066,96.4822
0.56103,96.0798
0.616931,96.6711
0.682283,97.2866
0.60599,97.0698
0.356944,95.4814
0.490617,96.8109
0.477882,96.9829
0.382532,96.5319
0.173711,94.5485
0.383124,97.1158
0.277817,96.4884
0.158223,95.3522
0.205831,96.3734
0.122542,95.5162
0.114057,95.7708
0.0730242,95.2929
0.0696431,95.6804
0.0950713,96.7647
0.182764,98.5357
0.0944684,97.7874
0.0297024,96.5727
0.032848,97.4122
0.0866195,99.4696
0.102255,100.409
0.0461186,100.279
0.000659915,98.2576
2.10449e-05,98.995
0,101.289
call option price25,stockprice25
4.39168,100
4.05955,99.2878
5.02187,101.562
4.87994,101.332
4.61624,100.83
4.48543,100.614
3.39933,98.0188
3.51917,98.4258
3.40506,98.2109
3.21419,97.7803
3.81039,99.4297
3.56735,98.903
4.64349,101.53
5.28303,102.947
4.67941,101.77
4.81762,102.146
4.39922,101.322
3.79648,100.008
3.5127,99.3929
4.93909,102.723
6.02273,104.896
7.10257,106.848
8.31376,108.845
9.95436,111.305
10.4633,112.065
12.1666,114.368
13.0087,115.479
13.2662,115.843
12.9048,115.441
13.8139,116.6
14.6925,117.693
12.5541,115.144
15.0506,118.193
12.9225,115.692
12.1598,114.794
14.3338,117.473
14.2937,117.467
14.37,117.597
14.0971,117.318
14.3313,117.633
15.1426,118.609
13.7473,117.033
13.8035,117.141
10.1341,112.675
10.5412,113.257
12.2777,115.462
12.7769,116.105
13.5874,117.098
14.1414,117.775
12.0307,115.353
10.8468,113.961
10.9342,114.121
12.4625,116.004
12.2357,115.783
10.3405,113.546
9.5123,112.56
8.5107,111.316
11.0331,114.548
11.3324,114.954
8.81219,111.903
9.5719,112.927
8.46464,111.58
7.33305,110.136
9.34923,112.825
10.2135,113.931
13.3945,117.597
11.3963,115.408
10.7422,114.704
13.1902,117.485
12.9346,117.244
10.7929,114.907
13.3888,117.805
13.1839,117.62
12.2748,116.677
11.4308,115.797
13.373,117.919
13.6046,118.193
13.5698,118.186
12.7112,117.316
12.0272,116.627
11.7028,116.318
11.687,116.335
7.62524,111.922
8.16573,112.603
10.1595,114.827
9.69071,114.368
12.0566,116.863
12.2436,117.077
10.862,115.69
9.09888,113.898
7.49523,112.247
6.808,111.561
10.0422,114.95
8.08449,112.984
6.23314,111.108
6.015,110.927
5.71785,110.662
6.81471,111.792
5.56329,110.553
7.0382,112.038
call option price26,stockprice26
4.39168,100
5.25466,101.978
6.53822,104.556
6.56792,104.679
6.57269,104.756
6.13775,104.02
5.23342,102.31
5.16566,102.246
5.8884,103.76
7.83446,107.261
8.15211,107.838
9.01629,109.244
8.55162,108.591
8.87258,109.145
8.99909,109.396
8.49778,108.692
6.85139,106.077
6.39643,105.35
7.04138,106.539
6.70597,106.036
6.40409,105.58
5.59091,104.168
4.58169,102.224
4.84062,102.849
4.21311,101.595
5.02387,103.384
5.08458,103.587
4.50077,102.481
3.36135,99.9525
4.28559,102.198
3.69735,100.964
2.8369,98.866
1.96671,96.2537
1.34185,93.8492
1.16473,93.1141
1.24357,93.6421
1.24104,93.7629
1.08883,93.1243
1.48537,95.1325
1.49269,95.2938
1.86049,96.8394
2.49865,99.0009
2.87074,100.139
3.98516,102.863
5.16976,105.274
5.40241,105.776
5.25048,105.594
5.81774,106.658
6.26009,107.465
7.42916,109.329
6.54985,108.079
6.50421,108.087
5.98192,107.343
4.85433,105.519
7.49997,109.789
7.62501,110.037
6.78827,108.906
8.86963,111.852
8.37088,111.261
6.9006,109.301
6.44178,108.709
7.85628,110.776
7.40512,110.235
8.19252,111.357
8.0643,111.257
9.28495,112.863
9.15793,112.767
9.56727,113.321
8.96534,112.65
6.54081,109.581
6.59873,109.741
6.54896,109.754
5.93286,108.983
5.40857,108.32
6.53193,109.974
6.44011,109.934
7.57435,111.458
7.7519,111.743
7.42429,111.413
7.37321,111.421
7.44717,111.579
6.78787,110.852
7.65941,111.962
9.2204,113.773
7.96569,112.435
7.91427,112.435
7.99353,112.578
8.09843,112.746
8.29173,113.004
8.97249,113.766
8.37784,113.182
7.36049,112.152
9.38878,114.287
7.13754,112.008
10.3851,115.329
11.9663,116.924
12.5879,117.556
12.4128,117.392
13.7544,118.744
15.5751,120.575
call option price27,stockprice27
4.39168,100
4.50383,100.338
3.92237,99.0318
2.97186,96.5416
2.9365,96.5269
3.284,97.6154
2.97695,96.8294
3.34491,97.9598
2.42139,95.2737
2.41684,95.3562
2.06467,94.2114
2.14989,94.6265
2.44222,95.7364
2.38078,95.6318
2.6032,96.4523
2.94992,97.5912
2.54943,96.481
3.7472,99.8879
4.13809,100.902
4.01008,100.693
3.26512,98.9364
3.73675,100.223
3.52123,99.7838
3.23818,99.1513
2.43945,96.9525
2.63727,97.6661
2.70697,97.9759
2.63101,97.8554
3.36692,99.9665
3.35088,100.024
4.64123,103.034
3.73897,101.156
3.35289,100.324
3.11517,99.8209
3.04041,99.7286
2.53128,98.4196
2.92302,99.6275
3.34745,100.814
3.00125,100.046
3.11371,100.441
2.69862,99.4532
2.99945,100.364
2.46997,99.0335
2.3064,98.6667
1.95896,97.6822
2.34338,99.0174
3.00308,100.923
2.58924,99.956
4.02511,103.443
4.01168,103.516
4.19994,103.996
4.36249,104.412
3.50205,102.751
3.51178,102.881
2.97379,101.768
2.99813,101.944
3.40893,102.991
3.7667,103.853
2.79298,101.815
2.44685,101.069
2.09554,100.236
1.83352,99.5886
1.81742,99.6866
2.27909,101.166
2.94962,102.936
3.21995,103.648
3.11418,103.549
3.33668,104.136
3.39699,104.38
3.04321,103.785
3.37321,104.582
4.65405,106.961
6.73272,110.082
7.78133,111.508
6.35352,109.735
7.63035,111.458
5.42056,108.623
4.54333,107.429
4.53287,107.523
4.00998,106.823
3.33197,105.817
2.25008,103.87
1.86545,103.167
2.62758,104.977
1.85156,103.521
1.26405,102.198
1.58056,103.284
2.13196,104.717
3.30075,106.909
3.08684,106.734
2.96932,106.713
3.11412,107.09
1.93008,105.38
2.21605,106.089
1.57631,105.231
3.10796,107.707
3.2876,108.062
4.48651,109.442
2.61265,107.563
2.49601,107.496
call option price28,stockprice28
4.39168,100
4.12254,99.4409
5.32005,102.188
4.94094,101.464
4.77228,101.175
5.09374,101.943
4.78391,101.357
4.45607,100.708
3.78027,99.1827
4.22052,100.331
4.4972,101.044
3.89869,99.7327
2.94271,97.286
2.93106,97.3465
3.57734,99.1955
3.63381,99.4279
4.08887,100.616
5.15447,103.001
5.02108,102.81
3.89899,100.432
2.99571,98.2026
2.78386,97.694
3.05201,98.5536
3.1384,98.8857
3.17677,99.0855
3.18352,99.2008
3.4645,100.019
2.82807,98.4278
2.73385,98.2612
3.22207,99.695
4.45678,102.651
4.81379,103.469
4.61126,103.147
5.98536,105.82
7.01663,107.621
6.63024,107.067
9.60994,111.573
8.6603,110.306
7.22156,108.231
5.57256,105.573
4.45702,103.553
2.88133,100.057
3.18833,100.945
3.45904,101.696
4.15012,103.306
5.48996,105.93
4.46406,104.128
3.61538,102.467
4.34882,104.094
5.79937,106.794
7.1538,108.996
6.24065,107.674
5.91105,107.229
7.92904,110.324
7.68573,110.052
8.17849,110.803
6.45457,108.407
5.79673,107.469
5.45983,107.014
6.15904,108.203
5.44421,107.169
4.97878,106.495
5.52011,107.471
5.12155,106.923
6.83153,109.589
6.86379,109.712
8.72059,112.225
8.26924,111.72
10.8262,114.85
9.47593,113.324
9.72897,113.679
8.40966,112.154
8.39095,112.195
7.17938,110.745
9.1533,113.225
8.95816,113.054
12.0229,116.517
10.2734,114.652
9.67006,114.028
9.32312,113.689
9.08867,113.478
7.91894,112.2
6.84259,110.993
9.68023,114.273
9.25712,113.86
9.87603,114.565
8.90909,113.575
8.66444,113.357
7.51722,112.165
7.06386,111.724
8.26822,113.067
10.3221,115.212
6.02442,110.769
5.22849,109.963
2.34292,106.495
2.8066,107.325
6.62828,111.586
6.98295,111.961
6.38443,111.374
8.1062,113.106
call option price29,stockprice29
4.39168,100
3.92861,98.9646
4.18791,99.6793
3.57612,98.2297
2.8207,96.1763
2.34526,94.722
2.3912,94.977
1.97979,93.582
2.01952,93.8367
1.91626,93.5391
2.04711,94.1456
1.69055,92.8232
1.6489,92.7516
1.73973,93.2467
1.99801,94.3765
1.98556,94.4351
1.9315,94.3361
1.87668,94.2319
2.20661,95.5506
1.517,92.9506
1.01993,90.5001
0.897698,89.8571
0.758471,89.0111
0.773213,89.2537
0.622228,88.1896
1.10362,91.6148
1.33616,92.9415
1.25702,92.6771
1.12547,92.1191
1.16446,92.4564
1.09553,92.2166
0.832676,90.763
1.07866,92.3892
1.0431,92.3264
1.27791,93.6766
1.64332,95.3988
1.14241,93.2684
1.42616,94.7478
1.14797,93.5707
1.09246,93.4221
0.919182,92.5955
0.760517,91.7322
1.0844,93.8058
1.34359,95.1895
1.79897,97.1275
1.8102,97.2971
